0,technical director,0,0.33581498,5,0.18002386,6,0.3442182,8,0.12326687
1,metal drawing machine operator,1,0.5124223,5,0.10419488,9,0.36079136
2,precision device inspector,2,0.25078848,5,0.71110725
3,air traffic safety technician,1,0.09159111,2,0.37444827,7,0.5059441
4,hospitality revenue manager,0,0.14110476,6,0.5507004,7,0.2862775
5,medical laboratory assistant,2,0.77294624,4,0.15099026,7,0.05712817
6,asphalt laboratory technician,1,0.08966531,2,0.56602496,3,0.12681748,7,0.19247438
7,primary school teaching assistant,8,0.97631055
8,physiotherapist,0,0.06689478,3,0.62061,4,0.29620117
9,performing arts theatre instructor,8,0.9823514
10,hydrogenation machine operator,1,0.6538335,4,0.28454027
11,pasta operator,1,0.42797467,2,0.14265658,3,0.40017855
12,tobacco shop manager,0,0.010000197,1,0.010000112,2,0.0100003015,3,0.010000156,4,0.9099969,5,0.010000173,6,0.01000113,7,0.010000604,8,0.010000275,9,0.0100001
13,"rental service representative in machinery, equipment and tangible goods",0,0.054955084,4,0.15668838,6,0.7513757
14,mine surveyor,2,0.22331646,3,0.068064466,4,0.33616528,8,0.34243155
15,food safety specialist,2,0.40254226,6,0.32813036,7,0.21931238
16,land-based machinery technician,0,0.01000099,1,0.010001951,2,0.3769001,3,0.010000966,4,0.5430887,5,0.010002971,6,0.010001224,7,0.010000947,8,0.010000896,9,0.010001247
17,bus driver,0,0.010003955,1,0.010004648,2,0.6725771,3,0.010004692,4,0.010002912,5,0.010004583,6,0.01000391,7,0.24739046,8,0.010004388,9,0.010003395
18,import export manager in meat and meat products,3,0.13315876,4,0.8168371
19,housing policy officer,7,0.9795391
20,head chef,0,0.010002962,1,0.010002374,2,0.0100023355,3,0.0100025805,4,0.010006582,5,0.010002095,6,0.72963804,7,0.010002489,8,0.19033831,9,0.010002163
21,nonwoven filament machine operator,0,0.010003125,1,0.67214286,2,0.010007045,3,0.01000219,4,0.010002608,5,0.010001996,6,0.010002272,7,0.010003459,8,0.010003321,9,0.24783108
22,head of higher education institutions,0,0.0263906,5,0.052592125,6,0.28341603,7,0.2120337,8,0.41514662
23,insulation supervisor,2,0.76915723,9,0.16929547
24,dismantling engineer,0,0.11030783,2,0.39178652,5,0.18559113,6,0.16333792,7,0.13043565
25,insurance claims handler,2,0.13244727,3,0.054614007,6,0.15721959,7,0.5886052,8,0.04923712
26,clothing development manager,0,0.11385403,6,0.50926876,7,0.17661615,8,0.18990357
27,nitroglycerin separator operator,1,0.49991244,2,0.13550626,6,0.3276805
28,biomedical engineer,1,0.20615916,2,0.12223686,3,0.29282805,5,0.35732573
29,legal guardian,3,0.44380012,4,0.17895238,7,0.2295623,8,0.12622766
30,weaver,1,0.64222336,2,0.10948415,3,0.17645979,4,0.026499843,5,0.034683913
31,tile fitter,0,0.14600018,1,0.82731265
32,shoe and leather accessories shop manager,1,0.09534003,4,0.83797634
33,tour operators manager,6,0.8594973,7,0.09343043
34,bee breeder,3,0.638717,6,0.29459313
35,legal administrative assistant,3,0.11916995,4,0.37016758,6,0.10666508,7,0.38398194
36,petroleum pump system operator,1,0.14862466,2,0.6058301,3,0.070644826,6,0.13975498,9,0.024249833
37,protective clothing apparel manufacturer,0,0.08857904,1,0.22079678,2,0.1750957,7,0.27543053,8,0.08481571,9,0.14574365
38,coating machine operator,1,0.827538,8,0.15020554
39,aquaculture hatchery manager,2,0.35245115,4,0.039797653,6,0.098418616,8,0.49393797
40,gear machinist,1,0.5909077,2,0.16579522,5,0.1894252
41,rooms division manager,5,0.2658307,6,0.57455796,7,0.11292487
42,ceramic painter,0,0.83130187,4,0.13535197
43,telecommunications engineer,2,0.101289906,3,0.036485687,5,0.3454509,6,0.10909206,7,0.3740556,9,0.025622282
44,adult literacy teacher,5,0.1236259,6,0.040968705,8,0.815386
45,footwear quality manager,0,0.02484732,1,0.040873446,2,0.14739339,4,0.18074715,6,0.30224824,7,0.2967453
46,sprinkler fitter,2,0.5366752,9,0.42694098
47,electronic and telecommunications equipment and parts distribution manager,4,0.1772391,5,0.35165778,6,0.4273454
48,special educational needs teacher secondary school,8,0.9876689
49,performance production manager,6,0.5549516,7,0.42503545
50,metal production manager,1,0.08515466,6,0.71074396,8,0.06421868,9,0.12272665
51,aircraft engine assembler,1,0.17100592,5,0.8023211
